A,B,C
367,173,780
847,830,119
652,721,541
116,629,250
460,468,862
580,710,244
912,545,177
179,77,628
675,481,866
403,496,226
524,528,807
938,862,435
133,650,671
568,792,572
281,886,978
482,526,771
81,955,713
947,574,75
545,342,800
610,614,970
131,104,28
424,453,920
528,922,443
588,827,68
45,551,561
136,271,265
324,222,811
900,149,999
879,636,953
776,948,700
924,310,308
835,148,51
776,754,793
425,848,836
36,186,777
155,358,905
734,428,758
13,208,825
571,264,39
906,733,981
846,190,102
835,232,12
875,833,651
258,496,143
572,443,251
723,720,788
341,820,815
899,804,970
268,562,782
180,345,782
908,979,967
262,409,693
216,530,941
246,36,658
286,322,449
324,933,262
83,627,617
607,436,910
607,829,901
622,174,850
600,413,428
95,491,13
770,21,15
894,550,147
59,421,762
685,100,912
832,363,734
714,816,795
234,473,953
546,203,959
202,327,716
569,238,581
424,921,710
212,444,704
263,557,877
738,459,849
502,437,103
523,881,914
642,189,274
660,620,965
154,937,158
650,304,756
357,268,812
98,885,891
164,958,442
220,578,266
504,811,706
783,398,889
312,483,917
39,363,971
698,71,1
775,10,819
497,3,594
610,199,945
635,146,374
489,192,149
951,814,230
731,942,2
553,997,358
415,831,138
518,261,261
533,850,853
555,791,289
945,683,994
17,43,873
478,934,758
995,125,593
502,958,394
621,454,552
24,324,596
565,320,339
725,479,493
661,493,737
105,235,621
714,921,318
76,210,801
978,502,865
43,783,914
456,144,780
848,687,628
79,332,181
741,783,652
742,771,600
577,873,152
981,970,32
835,574,637
192,706,304
768,295,931
444,227,752
14,495,612
919,675,724
958,813,776
121,753,468
376,530,357
138,880,946
864,79,967
430,108,979
711,521,192
468,751,508
170,181,759
288,912,427
414,2,701
40,385,487
740,907,133
688,295,823
79,996,739
588,156,317
804,967,882
701,155,72
923,358,239
418,926,332
971,427,597
178,77,570
306,647,659
282,882,187
993,891,898
745,646,492
850,67,410
195,774,566
697,27,413
117,230,354
985,884,527
847,340,486
79,683,604
944,319,767
631,918,93
286,890,416
355,732,461
379,513,533
937,126,577
420,298,37
19,740,710
726,231,141
926,780,530
995,736,361
526,848,956
509,487,182
501,861,872
843,317,394
303,116,157
823,255,606
452,142,26
194,994,268
435,175,800
191,699,830
941,311,692
495,126,907
299,563,85
833,585,654
753,375,869
928,83,59
246,830,601
829,404,724
875,670,77
669,219,1
363,437,851
430,875,551
273,489,840
15,206,465
594,510,971
32,107,200
535,330,358
124,334,147
347,10,441
528,494,932
486,131,284
284,184,343
380,622,228
949,703,971
10,773,602
205,312,369
525,720,85
409,728,311
101,100,745
673,257,675
327,584,561
289,152,133
645,632,789
399,786,35
609,818,201
739,958,323
454,133,582
437,98,165
215,159,364
201,86,557
512,442,278
556,841,295
562,752,185
952,220,109
193,749,747
824,74,577
803,291,144
868,406,893
191,663,946
741,193,195
358,467,801
829,268,473
428,627,312
57,157,48
187,450,617
664,979,800
344,924,774
351,863,359
456,251,878
424,381,306
512,111,720
706,654,82
53,302,450
147,833,467
352,649,627
395,251,734
197,205,315
587,145,887
699,692,26
835,698,342
363,495,390
498,531,777
407,177,304
918,504,332
308,177,343
65,231,442
132,515,176
620,418,502
343,405,567
889,63,969
667,864,741
999,360,202
56,909,845
189,837,669
455,380,968
331,985,977
272,408,788
349,492,693
640,642,778
457,674,697
695,315,932
141,412,536
625,330,124
761,107,391
654,134,842
152,103,598
875,741,692
763,179,874
153,502,873
214,375,27
525,269,100
186,814,135
689,535,426
372,5,149
76,910,158
791,76,160
334,613,533
917,228,697
478,748,404
120,312,425
390,799,153
790,183,564
148,568,46
426,430,324
547,196,371
924,336,735
564,320,960
155,411,317
637,299,832
576,15,177
317,802,218
517,891,611
88,145,304
247,526,307
313,578,687
305,46,249
332,649,302
792,787,238
292,476,134
64,715,933
171,329,547
826,781,838
436,901,44
560,388,333
960,534,11
679,290,766
443,493,233
548,158,153
44,842,40
735,535,519
928,403,457
63,598,722
893,591,566
359,648,432
947,370,627
133,148,434
75,988,276
365,299,217
914,734,139
715,857,296
130,477,435
695,919,84
682,151,576
770,873,5
253,489,429
387,840,13
783,281,907
904,565,426
228,868,104
143,78,371
403,73,27
749,355,454
50,921,80
935,467,760
189,265,898
17,70,38
870,963,193
946,923,378
368,94,468
195,518,817
538,149,338
178,834,48
622,452,712
285,251,198
998,59,819
31,876,700
783,396,834
119,336,791
991,484,967
16,442,571
105,328,120
714,965,937
557,247,74
846,630,820
360,487,611
10,543,696
166,771,724
872,117,896
275,546,235
582,384,352
998,931,626
432,300,971
278,924,838
917,566,467
28,974,258
135,460,618
48,275,825
369,128,926
461,454,566
440,328,820
434,699,96
458,10,833
992,956,323
650,627,363
664,756,256
34,811,753
962,431,772
383,551,599
726,605,19
473,400,880
554,833,937
626,701,1
752,27,872
416,481,60
21,439,674
929,324,141
584,693,160
97,454,780
224,791,874
467,692,861
404,418,68
188,576,283
878,752,68
635,240,634
145,975,627
419,649,433
159,699,808
150,89,324
888,259,374
981,440,493
666,65,463
37,127,346
464,793,207
363,205,649
192,448,231
297,949,731
953,530,549
509,328,885
548,271,804
922,533,442
46,61,45
530,522,626
827,797,419
229,469,118
670,437,251
944,860,437
120,294,602
904,135,838
690,177,348
916,791,119
183,734,289
416,590,332
146,23,958
228,254,39
77,488,818
724,49,486
150,521,9
134,992,491
455,589,836
301,487,519
328,178,855
405,473,818
74,981,134
666,14,738
581,268,973
170,242,6
545,751,174
576,810,324
630,786,414
876,269,771
598,558,896
377,102,121
952,981,788
971,364,368
12,383,824
691,995,505
506,790,426
216,903,789
608,914,924
488,591,211
39,692,109
712,503,15
723,126,890
224,197,577
330,567,199
773,288,83
844,979,249
473,435,96
157,716,768
482,4,86
953,657,245
312,851,155
951,259,309
64,866,196
971,907,129
980,853,345
565,144,849
603,565,738
829,40,508
179,144,805
392,178,565
258,467,238
963,582,218
731,304,645
5,987,207
537,368,284
58,645,836
14,247,425
289,477,182
954,435,896
83,615,179
835,553,784
468,511,381
658,399,880
245,564,135
321,874,846
19,805,335
698,514,706
140,407,565
718,105,357
352,800,744
950,629,106
715,466,753
726,649,474
385,479,910
615,52,939
977,148,179
984,479,665
661,810,230
84,410,666
899,438,37
597,886,287
974,460,855
475,411,528
729,313,404
202,535,342
58,198,235
68,133,325
85,594,42
949,177,320
890,405,90
251,917,865
957,854,48
205,940,655
322,915,745
726,129,803
918,150,272
979,405,757
420,155,498
947,20,183
922,453,949
383,440,236
398,407,367
510,81,886
827,960,909
767,238,574
75,462,346
208,640,505
930,2,620
150,627,89
531,484,568
990,418,419
213,914,800
579,255,314
908,582,488
155,525,717
763,769,633
513,502,189
12,862,955
865,747,155
361,874,102
958,709,767
977,477,90
499,570,327
984,565,738
501,203,223
32,303,940
204,660,797
562,592,792
403,224,575
460,390,224
963,44,853
339,85,276
141,689,653
2,325,917
230,150,1
87,333,199
453,83,680
55,621,178
339,167,529
844,396,618
695,316,961
911,267,632
725,317,381
929,597,950
149,753,20
519,179,698
938,794,564
156,22,2
564,807,761
892,257,362
576,760,110
880,119,482
105,744,778
13,910,193
273,124,994
457,121,495
330,720,3
664,874,286
680,400,291
123,984,900
327,194,518
645,192,9
613,240,36
897,568,303
926,362,482
536,520,986
146,205,984
445,752,476
201,708,55
857,999,443
123,418,321
293,604,1
94,58,617
207,40,932
576,830,739
772,397,283
714,64,971
376,414,192
708,161,521
601,785,469
163,111,841
532,837,736
274,881,589
265,148,784
684,495,116
920,530,852
65,524,670
481,387,318
151,519,628
393,536,25
358,906,651
960,6,160
269,655,159
54,439,786
836,949,753
66,213,210
52,474,563
129,422,499
145,738,320
23,904,78
280,232,125
842,621,550
505,782,671
706,190,626
820,10,396
778,789,706
816,148,83
609,269,586
703,929,524
587,478,166
755,300,126
850,147,572
833,526,56
447,99,176
945,63,97
62,747,742
988,85,209
607,701,329
282,703,791
268,463,750
931,55,253
949,223,483
275,502,470
969,59,649
516,359,764
870,94,850
96,565,833
534,206,165
482,575,206
926,784,783
543,780,389
331,777,313
780,604,642
96,669,691
144,750,228
697,518,700
217,188,644
95,575,841
990,926,715
250,971,333
488,103,129
30,339,721
441,707,835
599,160,834
856,362,227
922,601,669
25,110,818
188,489,367
922,123,529
593,699,67
222,960,592
339,791,548
907,445,768
459,420,181
786,827,994
40,577,130
458,590,838
562,379,877
458,147,353
299,808,220
922,603,107
212,968,657
321,174,660
942,387,870
146,734,800
406,199,918
202,357,90
687,50,201
332,387,367
411,806,271
969,505,947
349,727,968
711,215,687
886,637,372
747,949,685
858,197,804
883,376,406
731,882,441
198,822,865
588,809,207
883,409,348
142,772,8
312,44,401
515,879,842
768,697,12
49,88,912
814,788,570
778,742,812
478,254,508
226,986,151
370,25,329
989,970,993
553,913,513
253,992,883
587,671,679
441,143,340
663,269,601
795,125,661
231,107,583
265,652,484
619,783,258
591,932,583
474,629,740
391,439,129
666,373,911
490,728,276
325,519,880
451,214,626
610,224,342
348,392,610
674,271,17
834,60,592
635,961,761
706,130,535
287,848,640
309,941,627
859,167,678
666,438,339
968,526,574
505,302,737
835,805,933
428,85,482
350,586,985
987,178,362
906,422,129
627,645,423
325,598,147
67,801,169
384,43,281
547,216,241
209,844,459
394,551,259
137,813,256
287,311,442
388,778,788
975,134,229
11,705,972
773,72,54
285,412,321
900,209,317
532,713,663
844,296,258
269,727,577
756,573,39
326,95,533
145,559,878
102,719,201
715,32,11
984,942,222
632,903,450
270,364,497
596,979,930
625,23,756
618,706,408
508,279,600
995,952,781
195,634,301
645,669,931
435,199,169
560,449,889
270,9,188
746,869,604
875,570,430
379,901,219
401,570,43
748,308,115
369,523,984
89,422,346
974,984,78
455,520,632
828,585,930
576,627,101
653,441,152
440,59,75
408,62,820
434,938,851
221,250,765
28,441,803
70,549,285
354,891,703
905,257,853
795,269,321
919,592,146
248,375,55
233,512,143
802,74,924
796,494,249
201,872,735
568,204,549
206,463,188
235,520,757
61,106,808
352,996,347
205,455,181
949,737,780
362,479,49
674,373,505
417,87,297
877,85,710
472,463,397
420,510,971
279,690,672
751,242,557
486,877,815
311,294,596
196,101,729
957,929,246
571,129,647
951,230,860
689,438,875
82,420,343
195,163,80
100,967,485
779,637,98
890,900,639
268,810,119
924,233,251
756,28,121
964,60,299
536,696,764
975,603,431
627,514,760
513,840,613
407,206,901
951,216,173
895,69,216
990,45,778
595,124,77
183,784,534
578,922,959
831,922,193
316,647,142
188,562,269
248,806,554
230,4,572
871,266,527
980,143,419
72,979,526
242,982,3
642,314,654
937,291,106
303,742,347
44,466,708
48,62,969
863,884,39
82,659,355
809,799,492
102,886,701
447,798,751
306,895,792
707,537,220
618,979,299
894,540,483
526,249,379
41,940,561
869,522,365
569,53,175
264,163,273
489,998,653
434,556,349
754,527,361
179,395,824
22,491,243
385,233,894
694,213,475
226,618,380
515,123,634
891,193,427
580,802,890
693,576,690
67,992,672
494,317,720
750,73,822
86,806,766
618,454,812
151,64,241
162,967,429
482,526,850
767,298,580
495,740,280
968,203,362
28,670,722
64,870,385
110,629,500
382,499,9
779,878,916
894,557,770
106,358,937
6,802,293
243,837,673
859,937,383
451,843,316
87,767,781
559,787,295
201,391,964
46,667,52
240,971,131
529,61,406
343,83,112
729,788,112
295,935,570
14,355,283
766,215,963
631,147,125
31,349,158
699,806,768
719,144,560
654,285,239
829,18,432
893,481,146
325,447,249
510,36,130
491,124,871
123,144,820
291,874,256
269,653,197
80,899,122
183,848,731
527,76,983
932,139,398
350,323,552
890,727,626
333,245,276
360,468,954
57,761,644
272,169,70
460,697,794
343,514,857
581,379,238
20,658,850
288,59,53
958,705,781
506,195,946
170,100,77
16,8,780
12,969,946
145,979,570
183,12,945
640,856,932
54,76,746
146,159,628
89,782,121
565,26,78
415,760,183
755,383,156
192,287,108
462,940,65
789,960,466
167,630,690
73,731,52
334,79,950
466,303,718
701,53,429
238,366,420
874,424,413
666,697,841
232,987,874
390,494,932
717,552,323
989,457,928
459,975,19
347,632,916
722,237,510
11,759,411
631,385,669
125,980,38
377,679,584
725,826,445
791,506,472
135,944,294
187,290,285
315,272,548
291,784,850
562,419,912
288,782,232
37,850,341
271,546,563
110,630,658
572,905,718
307,714,43
490,74,579
28,475,110
94,931,702
231,762,256
786,329,472
522,85,466
377,612,867
475,643,667
905,415,204
65,494,859
120,571,378
737,57,88
660,700,25
913,292,630
355,789,37
845,441,237
517,759,4
383,24,365
451,813,138
242,715,543
192,859,653
462,368,88
930,529,791
849,339,419
841,964,723
521,681,196
896,198,67
789,231,783
937,547,559
611,702,368
417,493,2
320,562,301
95,134,87
104,993,923
945,224,340
270,317,551
933,773,772
211,309,233
482,356,70
96,733,861
112,346,590
987,120,251
402,94,57
799,390,18
896,116,599
918,650,720
835,177,935
811,612,301
190,87,693
824,616,253
961,478,976
961,232,730
508,29,934
423,673,350
262,607,373
173,505,503
904,137,7
437,800,387
202,552,232
275,254,726
514,74,731
165,920,516
446,380,713
163,731,430
102,194,407
271,24,458
334,279,410
26,636,612
256,533,30
439,375,50
729,124,479
746,225,356
801,510,180
21,170,848
307,795,679
697,143,91
518,779,390
557,2,294
175,476,680
399,393,268
305,405,218
252,828,499
321,438,298
774,205,763
47,189,620
113,685,445
436,857,485
519,713,584
31,196,512
902,369,962
287,276,738
348,581,675
415,533,496
595,341,56
73,112,683
447,345,855
344,474,832
426,534,715
28,168,936
985,765,341
606,15,886
256,688,429
703,39,248
587,949,110
92,724,849
428,264,343
826,664,91
911,778,787
969,808,870
475,445,670
538,896,132
451,628,967
621,446,337
913,188,108
719,247,636
309,947,195
377,442,156
371,471,400
617,286,529
719,698,577
76,761,143
630,197,107
664,33,826
24,922,492
181,227,353
74,381,485
139,327,683
788,500,360
712,66,548
992,121,428
362,187,624
731,629,928
471,183,26
170,936,311
929,315,256
29,62,191
739,238,339
687,791,73
274,644,534
171,287,366
328,463,826
922,192,703
245,69,506
384,79,41
465,214,811
144,518,597
416,927,244
183,254,298
335,525,260
440,541,184
85,52,304
269,640,89
449,955,757
325,277,780
248,125,382
273,952,650
307,418,150
469,655,700
501,392,887
444,867,208
457,83,635
61,230,93
297,188,863
717,754,924
277,962,479
490,101,565
612,989,863
539,281,468
17,967,48
378,40,54
152,31,327
357,630,107
764,942,537
656,752,915
223,209,874
743,82,402
293,74,402
627,160,836
252,47,542
599,603,548
373,304,871
777,813,922
672,842,885
482,208,899
212,116,204
461,837,66
264,977,778
106,560,969
800,309,775
442,867,638
838,578,219
46,192,404
674,875,673
304,623,133
186,125,445
923,720,797
641,706,436
331,81,334
438,347,770
59,301,756
289,78,719
753,666,789
594,901,347
37,993,419
491,907,313
930,198,187
42,655,345
125,188,61
712,573,151
722,939,716
726,140,81
149,971,530
629,438,246
689,307,776
628,642,117
397,97,400
976,810,269
86,131,855
36,863,50
488,203,44
14,462,567
994,105,312
631,649,530
588,818,646
322,738,4
853,822,378
95,615,624
204,609,69
633,268,463
828,607,208
751,880,468
109,582,429
681,592,557
32,987,717
216,230,570
490,766,621
25,382,279
100,682,29
689,35,403
650,634,3
543,237,712
28,72,314
501,106,475
249,62,631
428,191,371
218,803,955
118,990,439
863,87,654
317,303,766
993,476,868
123,886,724
751,121,109
918,260,776
907,92,462
346,775,969
973,182,519
173,164,689
724,230,544
947,661,287
605,623,692
665,902,311
203,83,828
27,778,149
706,715,958
581,779,834
473,334,217
55,585,680
761,62,946
957,938,957
901,729,923
86,729,156
156,122,835
326,28,810
436,587,462
383,788,941
198,764,87
391,90,828
828,689,424
858,22,549
606,478,436
835,103,830
717,165,482
986,804,511
301,895,206
843,177,220
731,648,169
190,309,555
862,962,760
312,575,126
65,862,221
2,609,557
176,304,697
747,405,960
317,298,193
706,91,254
744,126,320
365,94,965
166,224,446
301,949,777
2,496,93
738,363,927
482,905,306
229,942,939
301,598,506
789,254,92
684,399,141
976,897,882
976,254,1
476,791,250
684,442,308
578,618,406
70,376,481
605,549,410
243,858,179
981,225,307
733,11,818
912,833,351
4,465,121
361,677,31
62,372,280
244,108,690
768,40,817
98,449,722
838,964,391
920,820,182
252,574,770
667,285,965
139,619,63
159,175,779
264,350,540
857,853,851
316,819,380
776,246,424
16,506,105
608,478,983
339,996,512
353,515,892
1,537,503
402,610,690
480,224,369
139,261,974
567,649,18
414,512,360
497,873,709
640,635,761
878,503,832
986,245,564
552,777,386
831,833,624
955,972,926
533,13,986
154,87,280
292,653,601
597,73,57
666,955,139
245,632,179
112,371,393
20,411,799
622,776,714
362,836,456
947,817,534
980,524,11
941,793,824
627,614,843
45,353,838
386,949,754
316,197,186
180,360,207
163,781,315
712,188,350
296,523,868
371,440,323
655,2,535
963,535,584
699,902,365
819,463,158
824,210,382
733,74,616
363,155,138
564,683,43
664,957,96
159,280,994
502,587,254
333,882,500
729,112,422
853,733,111
59,132,842
422,311,830
488,276,879
792,497,1
118,56,728
88,276,443
217,826,558
378,60,940
486,449,226
664,937,822
925,979,948
950,864,492
550,858,805
873,880,136
784,700,414
234,786,455
701,524,683
572,631,145
930,970,144
768,880,837
9,644,762
23,202,196
695,251,300
432,306,168
598,196,701
967,639,749
502,634,465
67,558,766
217,666,467
66,876,276
268,248,387
835,431,246
456,773,630
258,148,505
852,689,304
191,672,155
150,176,618
735,925,56
976,914,98
694,474,341
106,802,729
388,798,118
947,714,702
141,277,25
442,828,717
996,679,290
123,249,710
391,452,489
944,820,832
673,879,979
494,102,281
248,853,916
595,428,8
339,821,311
284,452,567
889,278,786
983,186,815
998,291,650
806,670,77
527,568,718
842,15,463
434,655,237
50,938,238
70,618,880
774,62,659
279,410,580
786,433,299
243,245,185
354,911,795
859,615,805
652,967,950
598,708,25
689,53,746
553,268,789
250,159,906
165,326,752
203,764,638
310,36,378
897,988,853
818,827,14
891,216,164
761,386,361
705,253,952
60,424,315
772,771,654
236,350,360
547,43,50
779,209,894
305,72,967
522,317,908
519,750,994
659,693,413
654,406,507
194,356,4
438,254,499
361,232,278
502,369,27
300,483,38
207,832,65
152,338,512
112,122,515
256,400,387
763,88,357
358,893,738
590,204,80
986,917,874
544,29,926
319,601,751
98,864,863
47,819,642
910,989,299
607,603,395
900,108,820
752,406,728
514,501,252
200,772,605
676,356,623
118,987,554
54,526,465
662,542,348
